step,actor/entropy_loss,actor/grad_norm,actor/lr,actor/pg_clipfrac,actor/pg_loss,actor/ppo_kl,critic/advantages/max,critic/advantages/mean,critic/advantages/min,critic/grad_norm,critic/kl,critic/kl_coeff,critic/lr,critic/returns/max,critic/returns/mean,critic/returns/min,critic/rewards/max,critic/rewards/mean,critic/rewards/min,critic/score/max,critic/score/mean,critic/score/min,critic/values/max,critic/values/mean,critic/values/min,critic/vf_clipfrac,critic/vf_explained_var,critic/vf_loss,critic/vpred_mean,env/finish_ratio,env/number_of_actions/max,env/number_of_actions/mean,env/number_of_actions/min,env/number_of_valid_action,env/number_of_valid_search,env/ratio_of_valid_action,global_seqlen/balanced_max,global_seqlen/balanced_min,global_seqlen/max,global_seqlen/mean,global_seqlen/min,global_seqlen/minmax_diff,mfu/actor,mfu/critic,prompt_length/clip_ratio,prompt_length/max,prompt_length/mean,prompt_length/min,response_length/clip_ratio,response_length/max,response_length/mean,response_length/min,state_tokens/coverage,state_tokens/total,timing_per_token_ms/adv,timing_per_token_ms/gen,timing_per_token_ms/ref,timing_per_token_ms/update_actor,timing_per_token_ms/update_critic,timing_per_token_ms/values,timing_s/adv,timing_s/gen,timing_s/ref,timing_s/save_checkpoint,timing_s/step,timing_s/testing,timing_s/update_actor,timing_s/update_critic,timing_s/values,val/test_score/nq
180,0.471,6.076,0.0,0.012,0.128,0.007,2.77,-0.0,-2.705,4.381,-0.255,0.001,0.0,1.197,0.341,-0.182,1.181,0.415,-0.153,1.0,0.355,0.0,1.102,0.35,-1.062,0.0,0.219,0.077,0.406,0.879,4.0,2.625,1.0,2.531,1.652,0.976,76019.0,76018.0,79763.0,76018.125,71933.0,7830.0,0.146,0.037,0.0,234.0,161.322,151.0,0.002,2612.0,1026.461,76.0,0.272,142903.0,0.001,0.163,0.008,0.06,0.232,0.041,0.449,85.673,4.774,,298.029,,36.29,141.357,24.698,
181,0.493,16.651,0.0,0.016,-0.214,0.005,3.048,-0.0,-2.996,6.508,-0.262,0.001,0.0,1.189,0.316,-0.167,1.173,0.37,-0.134,1.0,0.311,0.0,1.391,0.41,-0.119,0.0,0.25,0.089,0.396,0.906,4.0,2.58,1.0,2.482,1.576,0.975,73787.0,73786.0,77070.0,73786.125,71353.0,5717.0,0.14,0.036,0.0,269.0,161.584,152.0,0.002,2374.0,991.324,73.0,0.276,140293.0,0.001,0.164,0.008,0.062,0.24,0.042,0.445,83.239,4.649,,296.071,,36.844,141.54,24.609,
182,0.428,13.52,0.0,0.017,0.092,0.009,2.715,0.0,-2.871,12.878,-0.282,0.001,0.0,1.211,0.322,-0.103,1.178,0.374,-0.068,1.0,0.311,0.0,1.234,0.19,-0.24,0.0,0.163,0.088,0.189,0.873,4.0,2.584,1.0,2.479,1.605,0.973,73330.0,73329.0,78349.0,73329.25,66233.0,12116.0,0.139,0.036,0.0,270.0,161.729,151.0,0.002,2324.0,984.041,70.0,0.273,137392.0,0.001,0.167,0.008,0.063,0.239,0.042,0.409,84.264,4.669,,295.603,,36.761,140.139,24.646,
183,0.412,6.875,0.0,0.015,-0.241,0.006,2.617,0.0,-3.141,6.748,-0.277,0.001,0.0,1.213,0.326,-0.126,1.189,0.38,-0.087,1.0,0.316,0.0,1.164,0.185,-0.235,0.0,0.146,0.113,0.287,0.889,4.0,2.625,1.0,2.551,1.662,0.981,76127.0,76127.0,85110.0,76127.0,68030.0,17080.0,0.143,0.037,0.0,241.0,160.934,152.0,0.002,2499.0,1028.551,77.0,0.273,143706.0,0.001,0.166,0.008,0.061,0.233,0.041,0.456,87.415,4.926,,301.555,,37.28,141.733,24.881,
184,0.459,12.111,0.0,0.015,-0.313,0.001,2.874,0.0,-2.556,16.855,-0.244,0.001,0.0,1.247,0.313,-0.144,1.233,0.358,-0.113,1.0,0.297,0.0,1.312,0.453,0.027,0.0,0.214,0.101,0.523,0.844,4.0,2.639,1.0,2.531,1.688,0.972,76026.0,76026.0,79875.0,76026.0,71808.0,8067.0,0.148,0.037,0.0,233.0,161.164,152.0,0.002,2531.0,1026.742,71.0,0.276,144991.0,0.001,0.161,0.008,0.059,0.233,0.041,0.537,84.726,4.801,,297.23,,36.025,141.57,24.736,
185,0.464,11.557,0.0,0.011,-0.003,-0.001,2.716,-0.0,-2.52,20.239,-0.222,0.001,0.0,1.228,0.299,-0.126,1.203,0.333,-0.07,1.0,0.283,0.0,1.336,0.57,0.143,0.0,0.188,0.107,0.556,0.885,4.0,2.496,1.0,2.383,1.498,0.971,70913.0,70912.0,74528.0,70912.125,67410.0,7118.0,0.135,0.035,0.0,252.0,161.598,152.0,0.002,2708.0,946.404,68.0,0.288,139674.0,0.001,0.178,0.008,0.064,0.25,0.044,0.403,86.123,4.653,,298.961,,36.506,141.624,24.918,
186,0.451,16.91,0.0,0.014,-0.032,0.002,2.55,-0.0,-2.044,8.884,-0.195,0.001,0.0,1.188,0.34,-0.219,1.157,0.364,-0.183,1.0,0.318,0.0,1.086,0.357,0.024,0.0,0.19,0.095,0.292,0.922,4.0,2.359,1.0,2.305,1.383,0.986,67081.0,67080.0,71172.0,67080.625,63338.0,7834.0,0.128,0.033,0.0,235.0,162.291,153.0,0.002,2630.0,885.844,65.0,0.291,132144.0,0.001,0.179,0.009,0.068,0.264,0.046,0.448,81.268,4.562,,293.838,,36.353,141.641,24.951,
187,0.453,12.098,0.0,0.015,-0.1,-0.0,3.066,0.0,-1.77,22.961,-0.24,0.001,0.0,1.204,0.32,-0.175,1.178,0.362,-0.142,1.0,0.309,0.0,0.676,0.06,-0.4,0.0,0.209,0.113,0.075,0.912,4.0,2.477,1.0,2.412,1.5,0.984,70788.0,70787.0,74727.0,70787.75,65671.0,9056.0,0.133,0.035,0.0,249.0,161.781,152.0,0.002,2448.0,944.277,75.0,0.277,133691.0,0.001,0.17,0.008,0.065,0.247,0.044,0.439,82.133,4.76,,293.875,,37.047,139.823,25.024,
188,0.433,9.27,0.0,0.015,-0.114,-0.005,3.868,0.0,-1.932,9.833,-0.227,0.001,0.0,1.498,0.27,-0.102,1.455,0.322,-0.069,1.0,0.27,0.0,0.703,0.108,-0.24,0.0,0.184,0.07,0.168,0.9,4.0,2.484,1.0,2.434,1.533,0.987,71257.0,71256.0,75764.0,71256.25,65592.0,10172.0,0.139,0.035,0.0,241.0,161.061,153.0,0.002,3074.0,952.318,71.0,0.274,133652.0,0.001,0.169,0.008,0.063,0.25,0.044,0.424,82.303,4.659,,295.103,,35.702,142.359,24.917,
189,0.431,15.785,0.0,0.015,-0.19,-0.002,2.831,-0.0,-1.96,9.545,-0.215,0.001,0.0,1.219,0.345,-0.071,1.2,0.384,-0.039,1.0,0.336,0.0,0.965,0.42,-0.039,0.0,0.163,0.095,0.506,0.934,4.0,2.412,1.0,2.377,1.443,0.991,68207.0,68207.0,73096.0,68207.0,63166.0,9930.0,0.126,0.033,0.0,220.0,161.07,152.0,0.002,2798.0,904.664,63.0,0.271,125408.0,0.001,0.176,0.008,0.069,0.259,0.046,0.444,81.373,4.602,,294.748,,37.596,141.09,24.95,
190,0.466,93.019,0.0,0.013,-0.094,0.001,2.811,0.0,-2.094,11.874,-0.217,0.001,0.0,1.212,0.351,-0.103,1.188,0.375,-0.074,1.0,0.326,0.0,1.125,0.52,0.108,0.0,0.145,0.126,0.502,0.934,4.0,2.414,1.0,2.387,1.453,0.993,68750.0,68749.0,76146.0,68749.75,61661.0,14485.0,0.136,0.033,0.0,236.0,161.922,153.0,0.002,2467.0,912.293,60.0,0.27,125994.0,0.001,0.182,0.008,0.064,0.259,0.045,0.373,84.826,4.547,,296.712,,35.156,142.548,24.569,
191,0.413,20.723,0.0,0.013,-0.148,-0.01,2.882,-0.0,-2.057,3.621,-0.233,0.001,0.0,1.207,0.313,-0.095,1.177,0.361,-0.061,1.0,0.309,0.0,0.988,0.332,-0.102,0.0,0.177,0.081,0.312,0.938,4.0,2.463,1.0,2.43,1.492,0.991,69855.0,69854.0,74910.0,69854.25,66226.0,8684.0,0.137,0.034,0.0,265.0,162.148,153.0,0.002,2622.0,929.324,87.0,0.266,126728.0,0.001,0.177,0.008,0.063,0.254,0.044,0.395,84.288,4.579,,296.21,,35.484,142.026,24.832,
192,0.427,24.382,0.0,0.017,-0.337,-0.009,2.877,-0.0,-2.294,6.58,-0.245,0.001,0.0,1.22,0.304,-0.156,1.206,0.351,-0.105,1.0,0.297,0.0,0.902,0.198,-0.197,0.0,0.164,0.122,0.284,0.934,4.0,2.545,1.0,2.516,1.582,0.993,72431.0,72430.0,78224.0,72430.375,65724.0,12500.0,0.134,0.035,0.0,235.0,161.377,152.0,0.002,2557.0,970.348,71.0,0.257,127605.0,0.001,0.17,0.008,0.065,0.244,0.043,0.397,84.428,4.661,,298.137,,37.522,141.406,24.935,
193,0.391,5.773,0.0,0.019,-0.06,0.002,2.673,0.0,-2.158,3.258,-0.246,0.001,0.0,1.218,0.373,-0.099,1.2,0.403,-0.071,1.0,0.348,0.0,1.031,0.373,-0.02,0.0,0.137,0.104,0.403,0.918,4.0,2.549,1.0,2.5,1.582,0.988,72573.0,72572.0,76876.0,72572.625,66570.0,10306.0,0.139,0.035,0.0,261.0,161.664,153.0,0.002,2724.0,972.283,71.0,0.258,128420.0,0.001,0.176,0.008,0.063,0.247,0.043,0.438,87.73,4.696,,302.409,,36.457,143.269,24.988,
194,0.442,40.141,0.0,0.014,0.22,0.003,2.672,0.0,-2.203,5.666,-0.257,0.001,0.0,1.198,0.342,-0.16,1.197,0.396,-0.129,1.0,0.34,0.0,1.133,0.365,-0.006,0.0,0.224,0.08,0.323,0.932,4.0,2.514,1.0,2.482,1.551,0.992,72116.0,72115.0,75951.0,72115.875,67783.0,8168.0,0.137,0.035,0.0,265.0,162.742,152.0,0.002,2651.0,964.068,77.0,0.264,130150.0,0.001,0.183,0.008,0.064,0.247,0.044,0.491,90.186,4.698,,305.061,,36.738,142.661,25.494,
195,0.428,9.968,0.0,0.012,0.046,0.002,2.653,-0.0,-2.361,9.203,-0.253,0.001,0.0,1.222,0.337,-0.092,1.201,0.392,-0.065,1.0,0.336,0.0,1.023,0.208,-0.146,0.0,0.176,0.092,0.285,0.93,4.0,2.5,1.0,2.461,1.531,0.99,71421.0,71420.0,77933.0,71420.75,68037.0,9896.0,0.135,0.034,0.0,258.0,161.924,152.0,0.002,2374.0,954.025,78.0,0.264,129098.0,0.001,0.192,0.008,0.064,0.251,0.045,0.419,93.802,4.714,,309.478,,36.846,143.213,25.843,
196,0.408,7.189,0.0,0.023,0.144,0.014,2.909,0.0,-2.255,5.997,-0.276,0.001,0.0,1.215,0.341,-0.098,1.215,0.372,-0.071,1.0,0.316,0.0,1.164,0.393,-0.126,0.0,0.201,0.091,0.422,0.959,4.0,2.396,1.0,2.365,1.406,0.992,66970.0,66969.0,70004.0,66969.125,62874.0,7130.0,0.13,0.032,0.0,253.0,161.377,153.0,0.002,2682.0,885.016,73.0,0.263,119372.0,0.001,0.211,0.009,0.067,0.268,0.047,0.386,95.658,4.704,,310.097,,35.731,143.631,25.193,
197,0.423,23.149,0.0,0.018,0.128,0.004,2.67,-0.0,-2.842,3.654,-0.284,0.001,0.0,1.23,0.336,-0.158,1.19,0.359,-0.089,1.0,0.301,0.0,1.195,0.379,-0.078,0.0,0.229,0.095,0.344,0.955,4.0,2.389,1.0,2.338,1.383,0.987,67190.0,67189.0,73871.0,67189.75,63032.0,10839.0,0.125,0.033,0.0,246.0,162.775,150.0,0.002,2327.0,887.064,65.0,0.277,125928.0,0.001,0.184,0.008,0.069,0.26,0.046,0.373,83.449,4.527,,294.48,,37.222,139.772,24.558,
198,0.461,8.283,0.0,0.015,0.29,0.001,2.806,-0.0,-2.501,4.553,-0.286,0.001,0.0,1.21,0.31,-0.154,1.185,0.356,-0.119,1.0,0.295,0.0,1.031,0.237,-0.157,0.0,0.184,0.06,0.255,0.945,4.0,2.404,1.0,2.348,1.402,0.986,68348.0,68347.0,74231.0,68347.375,64520.0,9711.0,0.132,0.033,0.0,244.0,161.727,153.0,0.002,2771.0,906.201,48.0,0.283,131469.0,0.001,0.179,0.008,0.066,0.259,0.045,0.469,83.196,4.57,,295.664,,36.108,141.856,24.813,
199,0.493,6.595,0.0,0.015,0.257,0.004,2.772,-0.0,-2.878,2.778,-0.288,0.001,0.0,1.261,0.345,-0.102,1.231,0.377,-0.069,1.0,0.316,0.0,1.258,0.373,-0.092,0.0,0.185,0.093,0.362,0.955,4.0,2.369,1.0,2.314,1.359,0.986,67144.0,67143.0,73713.0,67143.75,61468.0,12245.0,0.128,0.033,0.0,270.0,162.201,153.0,0.002,2598.0,886.92,54.0,0.283,128533.0,0.001,0.179,0.009,0.068,0.263,0.046,0.439,81.119,4.601,,293.533,,36.468,141.376,24.969,
200,0.431,8.443,0.0,0.018,-0.189,0.002,2.875,0.0,-2.976,3.131,-0.291,0.001,0.0,1.193,0.306,-0.107,1.173,0.342,-0.068,1.0,0.283,0.0,1.172,0.273,-0.155,0.0,0.193,0.088,0.288,0.953,4.0,2.342,1.0,2.283,1.33,0.985,65872.0,65871.0,71259.0,65871.625,60256.0,11003.0,0.124,0.032,0.0,273.0,161.746,151.0,0.002,2390.0,867.498,56.0,0.286,126978.0,0.001,0.176,0.008,0.07,0.266,0.047,0.412,78.339,4.435,94.538,450.542,66.855,36.811,140.109,24.523,0.27
201,0.429,16.5,0.0,0.018,-0.043,0.011,2.805,0.0,-2.397,0.827,-0.316,0.001,0.0,1.203,0.334,-0.101,1.183,0.369,-0.058,1.0,0.303,0.0,1.062,0.312,-0.52,0.0,0.219,0.071,0.318,0.961,4.0,2.359,1.0,2.287,1.326,0.981,66738.0,66738.0,70215.0,66738.0,61833.0,8382.0,0.129,0.033,0.0,246.0,161.68,153.0,0.002,2573.0,881.102,59.0,0.293,132328.0,0.001,0.178,0.008,0.067,0.265,0.048,0.386,80.277,4.454,,292.553,,35.953,141.42,25.592,
202,0.397,17.097,0.0,0.017,-0.226,0.006,2.848,0.0,-2.307,8.153,-0.347,0.001,0.0,1.261,0.377,-0.161,1.221,0.407,-0.122,1.0,0.336,0.0,1.234,0.459,-0.063,0.0,0.201,0.105,0.478,0.959,4.0,2.359,1.0,2.299,1.34,0.984,66663.0,66662.0,72331.0,66662.875,62597.0,9734.0,0.126,0.033,0.0,218.0,161.41,152.0,0.002,2433.0,880.197,63.0,0.291,131189.0,0.001,0.174,0.009,0.069,0.263,0.047,0.422,78.295,4.584,,289.694,,36.877,140.141,24.82,
203,0.446,6.555,0.0,0.013,-0.084,0.008,3.204,0.0,-2.52,8.846,-0.357,0.001,0.0,1.244,0.378,-0.159,1.227,0.408,-0.118,1.0,0.338,0.0,1.203,0.428,-0.2,0.0,0.193,0.076,0.344,0.943,4.0,2.332,1.0,2.217,1.273,0.969,64741.0,64740.0,72564.0,64740.75,61242.0,11322.0,0.125,0.032,0.0,230.0,161.225,152.0,0.002,2356.0,850.35,63.0,0.303,132115.0,0.001,0.177,0.009,0.07,0.272,0.047,0.417,76.898,4.445,,287.728,,36.006,140.806,24.557,
204,0.416,143.033,0.0,0.016,-0.098,-0.001,3.225,0.0,-2.771,6.627,-0.412,0.001,0.0,1.241,0.349,-0.185,1.217,0.417,-0.144,1.0,0.336,0.0,1.023,0.273,-0.344,0.0,0.295,0.076,0.3,0.938,4.0,2.412,1.0,2.314,1.377,0.975,67550.0,67549.0,74521.0,67549.625,63325.0,11196.0,0.136,0.034,0.0,235.0,160.619,151.0,0.002,2658.0,894.844,73.0,0.288,132057.0,0.001,0.172,0.008,0.064,0.257,0.046,0.401,78.683,4.464,,286.445,,34.518,139.131,24.614,
205,0.402,27.217,0.0,0.012,-0.274,0.001,3.708,0.0,-2.708,7.326,-0.457,0.001,0.0,1.265,0.353,-0.127,1.24,0.421,-0.084,1.0,0.332,0.0,1.242,0.43,-0.359,0.0,0.141,0.088,0.444,0.93,4.0,2.459,1.0,2.389,1.459,0.982,69218.0,69217.0,72119.0,69217.625,67454.0,4665.0,0.127,0.034,0.0,240.0,161.729,153.0,0.002,2370.0,919.797,75.0,0.271,127547.0,0.001,0.168,0.008,0.068,0.251,0.045,0.424,79.064,4.555,,290.196,,37.926,138.97,24.663,
206,0.414,10.911,0.0,0.014,0.144,0.0,2.8,-0.0,-2.78,7.235,-0.481,0.001,0.0,1.22,0.368,-0.121,1.217,0.445,-0.044,1.0,0.35,0.0,1.289,0.402,-0.211,0.0,0.215,0.093,0.387,0.92,4.0,2.482,1.0,2.412,1.492,0.982,70596.0,70595.0,76184.0,70595.875,63846.0,12338.0,0.138,0.034,0.0,233.0,161.338,152.0,0.002,2405.0,941.723,80.0,0.273,131559.0,0.001,0.164,0.008,0.063,0.251,0.044,0.42,79.24,4.605,,291.129,,35.643,141.657,24.867,
207,0.381,12.28,0.0,0.012,-0.074,0.002,2.709,-0.0,-2.473,8.784,-0.517,0.001,0.0,1.262,0.381,-0.425,1.262,0.457,-0.385,1.0,0.361,0.0,0.992,0.273,-0.346,0.0,0.148,0.088,0.35,0.922,4.0,2.455,1.0,2.395,1.473,0.984,68575.0,68575.0,71843.0,68575.0,64254.0,7589.0,0.126,0.034,0.0,272.0,162.105,152.0,0.002,2454.0,909.379,73.0,0.259,120785.0,0.001,0.177,0.008,0.069,0.257,0.046,0.442,82.219,4.618,,295.757,,37.812,140.986,25.062,
208,0.314,15.965,0.0,0.015,-0.233,-0.003,2.885,-0.0,-2.395,3.449,-0.573,0.001,0.0,1.29,0.382,-0.076,1.29,0.452,-0.042,1.0,0.35,0.0,1.086,0.41,-0.107,0.0,0.115,0.106,0.463,0.932,4.0,2.438,1.0,2.395,1.463,0.989,67823.0,67822.0,73081.0,67822.5,64124.0,8957.0,0.133,0.033,0.0,238.0,161.697,152.0,0.002,2364.0,898.029,41.0,0.256,117493.0,0.001,0.187,0.009,0.065,0.262,0.046,0.417,86.058,4.822,,298.27,,35.505,142.052,24.801,
209,0.443,730.885,0.0,0.016,-0.142,0.005,4.083,0.0,-2.272,5.754,-0.618,0.001,0.0,2.149,0.397,-0.145,2.127,0.471,-0.046,1.0,0.361,0.0,1.031,0.396,-0.08,0.0,0.143,0.111,0.365,0.924,4.0,2.461,1.0,2.41,1.486,0.987,68304.0,68304.0,75383.0,68304.0,64352.0,11031.0,0.133,0.034,0.0,233.0,160.953,152.0,0.002,2508.0,906.297,63.0,0.252,116866.0,0.001,0.178,0.008,0.065,0.257,0.045,0.408,82.643,4.551,,292.649,,35.53,140.427,24.578,
210,0.414,16.742,0.0,0.016,-0.131,0.002,3.161,0.0,-2.146,6.497,-0.706,0.001,0.0,1.75,0.369,-0.125,1.734,0.467,-0.084,1.0,0.34,0.0,0.918,0.285,-0.295,0.0,0.237,0.095,0.337,0.889,4.0,2.559,1.0,2.494,1.605,0.983,71341.0,71340.0,75043.0,71340.25,66779.0,8264.0,0.135,0.035,0.0,233.0,161.912,151.0,0.002,2201.0,952.779,66.0,0.246,120024.0,0.001,0.167,0.008,0.065,0.247,0.043,0.368,81.42,4.523,,293.4,,36.814,141.106,24.545,
211,0.442,39.541,0.0,0.021,0.012,-0.004,3.426,-0.0,-2.181,7.598,-0.792,0.001,0.0,1.721,0.378,-0.081,1.721,0.501,-0.052,1.0,0.359,0.0,1.047,0.422,0.03,0.0,0.225,0.088,0.509,0.877,4.0,2.594,1.0,2.529,1.652,0.984,72758.0,72757.0,76793.0,72757.5,66895.0,9898.0,0.142,0.036,0.0,235.0,161.369,151.0,0.002,2458.0,975.467,69.0,0.242,120670.0,0.001,0.162,0.008,0.061,0.243,0.042,0.42,81.157,4.675,,292.588,,35.747,141.287,24.588,
212,0.438,189.151,0.0,0.024,-0.109,0.0,3.681,0.0,-2.201,15.07,-0.815,0.001,0.0,1.779,0.411,-0.09,1.765,0.529,-0.046,1.0,0.367,0.0,1.188,0.602,0.12,0.0,0.252,0.105,0.647,0.904,4.0,2.566,1.0,2.482,1.578,0.978,72319.0,72318.0,78492.0,72318.5,67256.0,11236.0,0.136,0.036,0.0,283.0,162.801,149.0,0.002,2451.0,967.176,41.0,0.258,127907.0,0.001,0.168,0.008,0.064,0.241,0.043,0.43,83.024,4.652,,293.987,,36.908,139.674,24.626,
213,0.364,82.914,0.0,0.018,-0.095,0.011,4.111,-0.0,-2.309,6.656,-0.79,0.001,0.0,1.894,0.389,-0.084,1.894,0.5,-0.012,1.0,0.33,0.0,1.125,0.473,-0.039,0.0,0.193,0.086,0.436,0.922,4.0,2.488,1.0,2.42,1.498,0.981,70118.0,70117.0,73566.0,70117.125,67327.0,6239.0,0.135,0.034,0.0,240.0,162.123,152.0,0.002,2613.0,933.457,41.0,0.271,129377.0,0.001,0.174,0.008,0.065,0.252,0.045,0.426,83.133,4.552,,295.509,,36.248,141.445,25.079,
214,0.378,167.724,0.0,0.023,0.127,0.002,4.38,0.0,-2.175,13.466,-0.776,0.001,0.0,2.308,0.419,-0.079,2.308,0.537,-0.04,1.0,0.359,0.0,0.918,0.25,-0.402,0.0,0.186,0.09,0.254,0.91,4.0,2.539,1.0,2.465,1.555,0.98,72467.0,72467.0,80187.0,72467.0,64591.0,15596.0,0.139,0.035,0.0,249.0,161.832,151.0,0.002,2401.0,970.465,61.0,0.274,136078.0,0.001,0.166,0.008,0.063,0.245,0.043,0.432,82.699,4.699,,295.81,,36.303,142.279,24.656,
215,0.397,29.714,0.0,0.021,-0.085,0.003,3.782,-0.0,-2.927,7.271,-0.805,0.001,0.0,1.778,0.415,-0.153,1.752,0.551,-0.042,1.0,0.35,0.0,1.031,0.312,-0.4,0.0,0.18,0.099,0.403,0.922,4.0,2.537,1.0,2.439,1.518,0.972,73451.0,73450.0,82193.0,73450.125,66465.0,15728.0,0.138,0.036,0.0,243.0,161.652,150.0,0.002,2517.0,986.006,79.0,0.295,148801.0,0.001,0.17,0.008,0.063,0.239,0.042,0.389,85.677,4.846,,298.06,,37.163,140.396,24.738,
216,0.37,117.059,0.0,0.035,-0.108,-0.004,4.869,-0.0,-2.525,6.053,-0.978,0.001,0.0,2.45,0.395,-0.089,2.45,0.558,-0.041,1.0,0.289,0.0,1.172,0.473,-0.451,0.0,0.156,0.096,0.494,0.922,4.0,2.352,1.0,2.184,1.262,0.949,67920.0,67919.0,74232.0,67919.875,59891.0,14341.0,0.126,0.033,0.0,222.0,160.873,149.0,0.002,2857.0,900.375,40.0,0.357,164766.0,0.001,0.178,0.009,0.069,0.259,0.045,0.411,81.913,4.677,,294.694,,37.583,140.75,24.692,
217,0.335,10875.736,0.0,0.033,-0.083,-0.03,4.238,-0.0,-2.307,8.958,-1.071,0.001,0.0,2.363,0.442,-0.091,2.363,0.668,-0.009,1.0,0.309,0.0,1.039,0.328,-0.174,0.0,0.205,0.114,0.327,0.908,4.0,2.41,1.0,2.111,1.203,0.91,70620.0,70619.0,75786.0,70619.5,64484.0,11302.0,0.135,0.034,0.0,253.0,161.777,152.0,0.002,2503.0,941.652,50.0,0.413,199261.0,0.001,0.171,0.008,0.064,0.252,0.044,0.424,82.427,4.622,,296.097,,36.386,142.595,25.016,
218,0.29,1290.358,0.0,0.036,0.432,-0.02,4.57,-0.0,-2.131,5.565,-1.009,0.001,0.0,2.389,0.477,-0.108,2.389,0.677,-0.036,1.0,0.285,0.0,0.996,0.354,-0.141,0.0,0.152,0.09,0.42,0.92,4.0,2.367,1.0,1.99,1.07,0.882,71155.0,71155.0,78167.0,71155.0,67168.0,10999.0,0.135,0.035,0.0,236.0,161.785,153.0,0.002,2451.0,950.012,62.0,0.477,231835.0,0.001,0.173,0.008,0.065,0.247,0.044,0.423,83.923,4.556,,295.874,,36.803,140.503,24.85,
219,0.334,581.514,0.0,0.035,0.093,0.018,3.934,0.0,-2.191,3.899,-0.935,0.001,0.0,1.995,0.44,-0.093,1.993,0.667,-0.052,1.0,0.266,0.0,1.172,0.477,-0.06,0.0,0.167,0.101,0.526,0.885,4.0,2.398,1.0,1.846,0.961,0.83,71818.0,71816.0,78994.0,71817.0,66427.0,12567.0,0.142,0.035,0.0,267.0,162.836,153.0,0.002,2402.0,959.305,58.0,0.54,265417.0,0.001,0.162,0.008,0.062,0.247,0.044,0.402,79.341,4.599,,291.931,,35.405,142.111,25.207,
220,0.265,11378.587,0.0,0.033,-0.194,-0.006,3.863,0.0,-2.032,9.953,-0.906,0.001,0.0,2.186,0.446,-0.164,2.171,0.763,0.005,1.0,0.254,0.0,0.93,0.316,-0.166,0.0,0.157,0.128,0.324,0.832,4.0,2.713,1.0,1.865,1.033,0.749,84044.0,84043.0,88849.0,84043.75,75916.0,12933.0,0.158,0.041,0.0,241.0,161.92,153.0,0.002,2459.0,1151.264,68.0,0.586,345654.0,0.001,0.144,0.008,0.056,0.211,0.037,0.459,84.691,5.235,,299.827,,37.48,141.783,24.878,
221,0.235,1791.106,0.0,0.031,0.172,-0.044,5.083,0.0,-1.971,3.012,-0.774,0.001,0.0,2.608,0.428,-0.092,2.548,0.748,-0.026,1.0,0.236,0.0,0.922,0.334,-0.141,0.0,0.174,0.07,0.401,0.768,4.0,2.865,1.0,1.658,0.891,0.645,88532.0,88531.0,94010.0,88531.125,80994.0,13016.0,0.16,0.044,0.0,259.0,162.479,153.0,0.002,2569.0,1220.82,66.0,0.656,410214.0,0.001,0.136,0.008,0.055,0.199,0.035,0.44,84.903,5.39,,301.009,,38.972,140.823,24.935,
222,0.242,5628.925,0.0,0.029,2.792,-0.061,4.257,-0.0,-2.454,16.383,-0.54,0.001,0.0,2.079,0.337,-0.228,2.051,0.619,-0.195,1.0,0.199,0.0,1.219,0.531,-0.002,0.0,0.22,0.092,0.573,0.732,4.0,2.957,1.0,1.445,0.713,0.558,94218.0,94217.0,102756.0,94217.25,84863.0,17893.0,0.182,0.047,0.0,252.0,162.494,153.0,0.002,2534.0,1309.65,62.0,0.73,489480.0,0.001,0.13,0.008,0.049,0.188,0.033,0.41,87.308,5.681,,302.367,,36.559,141.405,25.208,
223,0.255,87.42,0.0,0.021,0.041,0.005,3.893,-0.0,-3.129,17.402,-0.278,0.001,0.0,1.767,0.254,-0.351,1.726,0.39,-0.314,1.0,0.16,0.0,1.242,0.523,-0.012,0.0,0.117,0.088,0.495,0.66,4.0,3.049,1.0,1.383,0.723,0.518,97562.0,97561.0,106657.0,97561.5,88764.0,17893.0,0.181,0.048,0.0,262.0,161.738,152.0,0.002,2515.0,1362.66,116.0,0.749,522386.0,0.001,0.128,0.008,0.049,0.182,0.032,0.467,89.065,6.024,,307.31,,38.184,142.344,25.286,
224,0.268,138.46,0.0,0.023,0.015,-0.022,4.701,-0.0,-3.081,2.064,-0.272,0.001,0.0,2.052,0.251,-0.482,2.003,0.405,-0.452,1.0,0.166,0.0,1.039,0.239,-0.523,0.0,0.132,0.076,0.262,0.656,4.0,3.152,1.0,1.361,0.705,0.49,102965.0,102964.0,109063.0,102964.75,97669.0,11394.0,0.18,0.052,0.0,259.0,161.562,148.0,0.002,2474.0,1447.262,110.0,0.752,557045.0,0.001,0.121,0.008,0.049,0.169,0.031,0.469,89.607,6.28,,308.242,,40.728,139.483,25.304,
225,0.236,205.836,0.0,0.018,0.024,-0.02,4.027,-0.0,-3.768,5.402,-0.229,0.001,0.0,1.8,0.262,-0.354,1.708,0.401,-0.322,1.0,0.199,0.0,1.406,0.273,-0.104,0.0,0.149,0.076,0.348,0.619,4.0,3.266,1.0,1.428,0.809,0.485,106104.0,106103.0,110000.0,106103.75,102658.0,7342.0,0.166,0.053,0.0,265.0,161.699,151.0,0.002,2453.0,1496.172,113.0,0.738,565449.0,0.001,0.121,0.007,0.053,0.167,0.03,0.461,92.534,6.147,,318.359,,45.369,141.956,25.45,
